x,y,z,Tiempo,time stamp
-0.06154182,0.09348364,-0.04439965,0.0955162,27/07/2021 02:32:45 a. m.
-0.06028695,0.09298603,-0.03865184,0.1053747,27/07/2021 02:32:45 a. m.
-0.05867415,0.09168769,-0.03239365,0.0981548,27/07/2021 02:32:45 a. m.
-0.05916927,0.08910085,-0.02589482,0.0965395,27/07/2021 02:32:45 a. m.
-0.06027017,0.08574285,-0.01994963,0.1046302,27/07/2021 02:32:45 a. m.
-0.06027017,0.08624048,-0.018883,0.098238,27/07/2021 02:32:46 a. m.
-0.05602944,0.08754282,-0.01950245,0.1030058,27/07/2021 02:32:46 a. m.
-0.05243242,0.09034381,-0.0214657,0.0977974,27/07/2021 02:32:46 a. m.
-0.0496154,0.09314349,-0.02339947,0.101601,27/07/2021 02:32:46 a. m.
-0.04492262,0.09485235,-0.02358873,0.0990286,27/07/2021 02:32:46 a. m.
-0.04434508,0.09529218,-0.02318836,0.0986352,27/07/2021 02:32:46 a. m.
-0.0439648,0.09336668,-0.0210324,0.1016932,27/07/2021 02:32:46 a. m.
-0.04265871,0.09113083,-0.01803748,0.098801,27/07/2021 02:32:46 a. m.
-0.04150211,0.09216724,-0.01727972,0.1019206,27/07/2021 02:32:46 a. m.
-0.04390623,0.09055779,-0.01839305,0.0980083,27/07/2021 02:32:46 a. m.
-0.04587647,0.08665752,-0.02166135,0.1008878,27/07/2021 02:32:47 a. m.
-0.04636749,0.08340795,-0.02788703,0.1003159,27/07/2021 02:32:47 a. m.
-0.04334684,0.08479613,-0.03276516,0.0980692,27/07/2021 02:32:47 a. m.
-0.04139728,0.08577916,-0.03614089,0.1028926,27/07/2021 02:32:47 a. m.
-0.04084995,0.08471134,-0.04054186,0.0978489,27/07/2021 02:32:47 a. m.
-0.04080462,0.08275461,-0.04701756,0.1019093,27/07/2021 02:32:47 a. m.
-0.04148706,0.08142261,-0.0524977,0.0990578,27/07/2021 02:32:47 a. m.
-0.04331175,0.08014841,-0.05569522,0.0979596,27/07/2021 02:32:47 a. m.
-0.0467744,0.07796761,-0.05818355,0.1023232,27/07/2021 02:32:47 a. m.
-0.05161517,0.07559064,-0.06246826,0.0987518,27/07/2021 02:32:47 a. m.
-0.05657498,0.0737258,-0.06692046,0.1019576,27/07/2021 02:32:48 a. m.
-0.05959036,0.07218994,-0.07148443,0.0973869,27/07/2021 02:32:48 a. m.
-0.0602089,0.07178521,-0.0749989,0.0995715,27/07/2021 02:32:48 a. m.
-0.05767386,0.07206067,-0.07913548,0.1024963,27/07/2021 02:32:48 a. m.
-0.05330114,0.07307199,-0.08150342,0.0976479,27/07/2021 02:32:48 a. m.
-0.04769933,0.07648927,-0.08042029,0.1029535,27/07/2021 02:32:48 a. m.
-0.04198083,0.07940541,-0.07769468,0.0958404,27/07/2021 02:32:48 a. m.
-0.04130332,0.07936788,-0.07937238,0.1045701,27/07/2021 02:32:48 a. m.
-0.0434859,0.07792452,-0.08497337,0.0986207,27/07/2021 02:32:48 a. m.
-0.04526886,0.07733034,-0.08894791,0.0977965,27/07/2021 02:32:48 a. m.
-0.04590676,0.07731956,-0.09122051,0.1032754,27/07/2021 02:32:49 a. m.
-0.04649204,0.0806275,-0.09050238,0.0988788,27/07/2021 02:32:49 a. m.
-0.04758869,0.08346871,-0.08928549,0.1013723,27/07/2021 02:32:49 a. m.
-0.04782839,0.0857237,-0.08706132,0.0992287,27/07/2021 02:32:49 a. m.
-0.04877554,0.08979048,-0.08541583,0.0972534,27/07/2021 02:32:49 a. m.
-0.05038633,0.09236595,-0.08589795,0.1023527,27/07/2021 02:32:49 a. m.
-0.05059136,0.09750945,-0.08484766,0.0984997,27/07/2021 02:32:49 a. m.
-0.05094929,0.1054726,-0.08159255,0.1021464,27/07/2021 02:32:49 a. m.
-0.05267583,0.1121806,-0.07913961,0.097211,27/07/2021 02:32:49 a. m.
-0.05330554,0.1173524,-0.07689118,0.0997942,27/07/2021 02:32:49 a. m.
-0.05409549,0.1203337,-0.07588635,0.1021843,27/07/2021 02:32:50 a. m.
-0.05441489,0.1221431,-0.0760296,0.0970795,27/07/2021 02:32:50 a. m.
-0.05530307,0.1242471,-0.0742579,0.1041068,27/07/2021 02:32:50 a. m.
-0.05714795,0.1255918,-0.07015714,0.0977779,27/07/2021 02:32:50 a. m.
-0.05876261,0.1261608,-0.06283978,0.1017944,27/07/2021 02:32:50 a. m.
-0.05706191,0.1228283,-0.05463603,0.0993038,27/07/2021 02:32:50 a. m.
